symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TSLA,2021-03-09 00:00:00+00:00,673.58,678.09,595.21,608.18,67523328,224.5266666667,226.03,198.4033333333,202.7266666667,202569984,0.0,1.0
TSLA,2021-03-10 00:00:00+00:00,668.06,717.85,655.06,700.3,60605672,222.6866666667,239.2833333333,218.3533333333,233.4333333333,181817016,0.0,1.0
TSLA,2021-03-11 00:00:00+00:00,699.6,702.5,677.18,699.4,36253892,233.2,234.1666666667,225.7266666667,233.1333333333,108761676,0.0,1.0
TSLA,2021-03-12 00:00:00+00:00,693.73,694.88,666.1394,670.0,33583840,231.2433333333,231.6266666667,222.0464666667,223.3333333333,100751520,0.0,1.0
TSLA,2021-03-15 00:00:00+00:00,707.94,713.18,684.04,694.09,29423479,235.98,237.7266666667,228.0133333333,231.3633333333,88270437,0.0,1.0
TSLA,2021-03-16 00:00:00+00:00,676.88,707.92,671.0,703.35,32195672,225.6266666667,235.9733333333,223.6666666667,234.45,96587016,0.0,1.0
TSLA,2021-03-17 00:00:00+00:00,701.81,703.73,651.01,656.87,40372453,233.9366666667,234.5766666667,217.0033333333,218.9566666667,121117359,0.0,1.0
TSLA,2021-03-18 00:00:00+00:00,653.16,689.23,652.0,684.29,33369022,217.72,229.7433333333,217.3333333333,228.0966666667,100107066,0.0,1.0
TSLA,2021-03-19 00:00:00+00:00,654.87,657.23,624.6201,646.6,42893978,218.29,219.0766666667,208.2067,215.5333333333,128681934,0.0,1.0
TSLA,2021-03-22 00:00:00+00:00,670.0,699.62,668.75,684.59,39512221,223.3333333333,233.2066666667,222.9166666667,228.1966666667,118536663,0.0,1.0
TSLA,2021-03-23 00:00:00+00:00,662.16,677.8,657.51,675.77,30491870,220.72,225.9333333333,219.17,225.2566666667,91475610,0.0,1.0
TSLA,2021-03-24 00:00:00+00:00,630.27,668.02,630.11,667.91,33795174,210.09,222.6733333333,210.0366666667,222.6366666667,101385522,0.0,1.0
TSLA,2021-03-25 00:00:00+00:00,640.39,645.5,609.5,613.0,39224850,213.4633333333,215.1666666667,203.1666666667,204.3333333333,117674550,0.0,1.0
TSLA,2021-03-26 00:00:00+00:00,618.71,643.82,599.89,641.87,33852827,206.2366666667,214.6066666667,199.9633333333,213.9566666667,101558481,0.0,1.0
